id,year
7532,1999
6883,1940
871,1940
2147,2001
19249,1991
3913,2003
11523,2003
13791,1991
7091,2003
17590,2001
16947,1985
182,1991
4713,1940
15404,1930
11694,2003
12688,1940
18847,2003
1544,2001
11394,1940
12118,1940
7449,2003
14232,2001
15852,2001
11099,1935
1226,2001
4697,2001
19304,1935
18441,1991
16114,1991
13985,1991
10012,1991
12917,1991
4641,1991
14300,1985
3587,1940
337,1967
14892,2004
3410,1991
18349,1991
10299,2004
5604,2003
2901,2003
19903,1935
2011,1940
413,1940
8448,1977
3273,1991
6449,2001
5125,1940
712,1991
14440,1991
6944,1985
1470,2001
8159,1991
8091,2004
10312,1991
7324,2003
600,1991
5286,2003
678,1935
13130,1930
8196,1940
17342,1940
12389,1940
18033,2004
19791,2004
1044,1930
1532,1940
15044,1940
16331,1940
10192,1940
9655,1985
4834,2004
11762,1991
7861,2004
9468,1991
14682,2003
19873,1985
10071,1991
19113,1991
12490,1991
1637,1935
8030,2003
4465,1977
3372,1940
18190,2001
2946,1935
14148,2003
10028,2004
1343,2001
2103,2004
11781,1940
6892,1991
8246,1991
14938,1935
7250,2004
11730,1991
8287,1967
8434,1940
13131,1991
8963,1991
15584,2004
14174,1991
2770,1930
10635,1940
4172,1991
16218,2001
1720,1930
8834,1940
17690,2004
6306,2003
18487,1991
10109,2003
18710,2003
7753,2003
3818,1940
2994,1940
17926,2001
16592,1991
4930,1940
17391,1940
552,2003
103,2004
5437,1991
13481,1940
16783,1940
17183,2004
10084,2004
14714,2001
18317,1991
10959,2004
13800,2003
12659,1991
18838,1985
19809,1940
12880,2003
2575,2003
10164,1991
11509,1940
6977,2004
8272,2001
9729,2003
5764,1940
17930,1950
7987,1940
3593,2004
11948,1940
6680,1991
12813,1967
17666,2001
18370,2001
14447,2001
10733,2004
14683,2004
12064,1967
12066,1940
3558,1940
18311,2004
18717,1935
11180,1940
1266,2003
614,1950
7831,2003
9431,1940
14284,1935
12909,1991
11472,1991
3763,1935
8256,1991
13986,2003
18115,1950
15200,1940
17538,1940
6060,1935
7123,2003
10691,1991
12238,2001
302,1940
16072,2001
15542,1991
540,1940
16637,1977
1601,2004
5081,1985
18656,1991
8587,2001
9325,1950
8124,2001
16895,1991
1683,1935
4936,2003
19188,2001
16736,1950
17196,1991
12393,1930
9852,2001
16412,1991
12174,2001
14302,2001
13931,2004
973,1940
422,2001
10039,1967
8146,2001
19029,1991
7014,1940
230,1991
10443,1991
17947,1940
8602,1940
3117,1991
18913,1930
2440,2001
5500,1940
8893,1940
15607,1991
6205,2001
3504,1935
11090,2001
8830,1991
2670,1991
3668,1940
14311,2004
16405,1977
9717,1940
13511,1991
16434,1985
6047,1940
8962,2001
17392,2001
16980,1940
7352,1935
8591,1940
11835,1991
19614,1985
10535,1940
14503,1935
10839,1991
14555,2004
8713,1940
9146,1935
2588,2004
9288,1991
13376,1935
12462,1940
9129,1991
556,1940
8166,1950
19950,2001
15724,1940
6330,1967
18118,1991
12823,2001
8590,2001
7509,2001
3487,1991
8240,1985
2186,1940
6855,1940
5867,1940
10051,1940
12311,1950
10442,2003
6748,1940
15136,2001
845,1977
14560,1991
16663,2003
19760,2001
17341,1940
451,1930
5360,2001
18846,2001
2085,1991
10387,1991
2744,1935
3655,1940
19031,2003
8302,2003
8506,1991
10372,1991
3425,1991
3551,2001
12860,1940
17822,2004
19505,1940
11335,1940
7269,1950
15612,2001
10987,1985
176,1935
47,1950
10638,1967
17302,2004
5207,1940
3422,2001
7561,1950
3332,1940
7462,2001
19693,2004
1018,1991
5881,1940
8750,1940
3042,2004
13789,1977
11334,2004
10008,2001
3061,1991
17153,2004
15159,1991
9069,1935
1079,1967
19098,1940
3387,1930
15177,1940
18325,1991
14048,2004
18181,1985
19907,1950
7979,2003
503,2004
16210,1935
15647,1940
100,1940
6641,1991
4597,2001
3344,2001
1357,1967
9188,1991
6984,2001
5813,2001
3434,1991
15199,1940
7900,2004
11928,1991
17020,1940
2387,1950
12626,1935
5396,1940
10182,1991
7736,1940
16514,1991
10335,1930
7587,1991
11721,1991
1487,1935
19269,1991
13844,1977
2023,1940
15019,2003
5907,1940
12386,2001
18374,1991
7332,2004
10688,2003
11853,1940
4666,2001
10245,1985
6759,1935
2616,1999
4772,2004
11514,1935
4526,2001
905,1991
6658,2004
11026,1935
7936,1991
14961,1950
8959,2003
14312,1967
10735,1985
10491,1950
14842,2001
11538,2001
12430,1991
5857,1985
5777,1930
14087,1950
3976,2003
19064,1991
3836,1991
8501,1991
9115,2001
18133,1985
9016,1991
3901,1991
19076,1991
11223,1935
16749,2001
2289,1940
17593,2001
887,1985
17671,1940
10772,2003
4361,1940
6142,1935
15001,1950
14381,2004
12762,1935
11389,1940
4085,2001
3297,1930
15025,2001
9634,1991
16571,2001
16293,2001
17412,2001
14815,1977
16251,1930
10610,1991
9232,1930
19668,1991
3531,1935
9695,1940
17162,1991
10155,2001
18335,1950
140,1940
19095,2004
4730,1991
11137,2003
5483,1991
8694,1935
19216,1991
3882,2001
19121,1967
9529,1991
16842,1991
6136,1985
14739,1940
18014,1935
2669,1991
4754,1977
13319,1991
465,2003
12141,1967
7751,1935
10634,1940
15804,2003
9768,1991
2526,1935
19503,2001
12191,1950
4289,1940
12535,1991
6712,2003
3206,2001
10847,2001
19581,1940
16698,1935
5852,2003
2838,1985
9671,1991
18947,1935
17610,1940
8235,2001
4252,2001
11993,2003
18022,2004
3900,2001
10374,1991
4318,1991
9466,2003
5254,1950
14053,1940
16563,2001
10613,2001
5047,2003
6798,1935
18400,2003
18738,1935
5692,1991
12329,2001
15250,2003
6290,1991
2882,2003
12434,1967
19596,1991
11368,1985
10018,2001
12890,1940
17542,1940
6327,2001
1837,1991
18651,2003
4770,2001
2419,2003
12363,2004
7791,1991
4677,1991
11602,1991
2439,1991
14201,1940
12725,1977
9711,1967
4005,1991
3898,2001
16241,1999
15763,1991
16277,1991
17006,1940
10890,2003
3561,1940
5206,1991
11976,1991
19439,1991
2870,1991
11820,1967
8705,1940
7219,2001
10449,1950
6701,2004
12179,1991
9240,1967
6475,1940
12410,2003
16282,2001
7362,1991
1887,1940
8279,1991
10334,2004
19014,1950
8381,1940
11455,1930
15978,1940
9532,1935
10059,1940
12822,1940
10541,1977
18230,2004
4312,1940
11708,1991
1407,2001
2276,2001
16292,1940
14865,2003
5575,2003
13957,1991
14413,1991
2997,1930
18232,1940
1088,1940
15431,1991
8896,2004
14840,2004
14453,1991
7303,2003
1458,1991
700,2001
15830,1940
18644,2001
19232,2001
11421,2001
9025,1991
1232,1935
1104,1977
12473,2003
11186,1991
2562,1940
4783,1940
3006,1940
10749,1940
11275,2001
7021,1991
11912,1940
17960,1940
15128,1950
8143,1940
15825,2003
17316,2001
1978,1940
1554,1967
15801,1999
16618,1991
7793,2001
4999,1940
17111,2003
11286,2003
110,1991
118,1940
19930,1935
12968,2001
17254,1950
3712,1935
7929,1940
539,2004
9555,1991
13094,1985
204,1991
1460,2004
1863,2004
11992,1991
17865,1940
6485,1940
6321,1950
296,2003
6620,1935
5861,1935
4774,1991
8766,1991
9567,1940
10728,1991
11331,1935
9841,1940
10244,1985
10094,2004
12759,1950
13196,1950
13993,1991
10928,2001
4415,1940
8446,1991
2765,1940
4351,1991
1918,2001
10356,2004
6796,1935
11300,1950
15896,1940
10620,2001
11957,2001
19593,1991
9297,1940
14885,2004
13259,1977
19914,2003
11075,1991
4314,2003
13016,1977
9678,2003
7115,1985
395,1940
2467,1940
5985,1991
12308,2004
4259,1940
14106,1940
11779,1940
4558,2001
15406,2004
5847,1991
8171,1985
8118,1991
10268,1950
9882,1940
2952,1991
7945,2001
14123,1950
8036,1940
8507,1935
954,1950
16844,2001
6782,1940
10122,1950
4393,2001
2124,1967
16129,1950
3991,1999
14278,1991
244,1940
5454,2003
19072,1930
4618,2004
9752,1967
1919,1950
9372,1991
2767,2004
3859,2001
1580,1940
6841,1930
10701,2004
6742,2001
3540,2001
5323,1940
19582,1950
3667,1991
16955,1940
11502,1991
11901,1940
9067,1940
9663,2004
14253,2001
11204,1991
9057,1930
3049,1999
17661,1940
4571,2004
7383,1977
14794,1991
1485,1940
10337,2003
12512,1991
15120,1930
5356,2001
18519,1991
13616,1940
3868,1940
6895,2001
3022,1991
17051,1991
15876,1999
18391,1940
7848,1999
13846,1940
13410,2004
1306,1991
16570,2001
7835,1991
4212,1991
17737,1991
10515,1950
6480,2001
19813,1950
6660,1950
15255,1940
13713,1935
19828,1940
19703,1991
14107,1991
6420,1967
11656,2003
7072,1940
9114,1991
7213,1991
5874,1991
2051,1950
13223,1940
4216,1940
4008,2004
1133,1935
18961,1991
13142,1940
796,1940
16014,1991
10536,1940
9913,1935
14819,2004
14081,1985
17977,2004
3278,1991
8062,1930
7846,1950
10825,2001
2413,2001
518,1940
10738,1991
10212,1930
958,2003
14396,1991
487,1950
3168,1991
5198,1940
295,1991
12128,1991
17601,1940
7205,1935
9562,1940
372,1991
13503,2004
1469,1930
10467,1940
17596,2003
3949,2003
1418,2001
10123,2001
4833,1985
10227,2001
4467,2001
3463,1991
12459,2004
9926,2004
16381,1977
17409,1991
18693,1999
16883,1940
3114,2004
6905,1991
993,2001
17750,1991
17470,1991
12963,1940
9436,2004
5472,1991
8254,1940
10375,1991
5583,1991
3347,1935
8509,1950
13011,1991
8270,2001
16424,2001
13398,1985
1090,1991
6654,1991
7252,2004
14237,2004
10553,2004
1608,1940
17095,1977
14265,1940
2566,1940
5361,2001
11254,1991
11728,2003
5898,2004
6820,1991
14149,1935
6931,1940
3131,2003
5249,1930
14843,1930
7938,1940
19057,1991
1944,2003
15835,1991
6235,1967
18979,2001
6284,1991
4155,2003
9528,1940
5146,1950
11844,1991
5990,2003
2191,1991
11566,1991
7711,1940
8861,2001
4592,1930
575,1991
1759,1985
5161,2003
9662,1940
13692,1967
1255,1930
11510,1950
5204,1950
10697,2004
13759,1940
5221,1940
3508,2004
10397,2004
7771,1940
13918,1985
8339,2001
8521,2004
3094,1967
18584,1940
14937,1991
14429,2001
8882,1930
6611,2001
11753,1935
17937,2001
16775,1950
13154,1940
9942,1930
16714,1940
13821,2001
19748,1950
3173,1940
9627,1940
7389,1991
18451,1950
11954,2001
7863,1935
12219,1940
9221,1935
17238,1991
18596,1940
11834,2003
19313,1940
5728,1991
14112,1991
5752,2001
12671,2001
7193,1940
6563,1985
5654,1935
5236,1940
8957,2003
15176,1940
5131,2004
17672,2004
6688,1940
13960,2003
6546,1991
19649,1940
7776,1950
2001,2003
19041,1994
19613,1930
5126,1935
1939,1991
5585,1991
10330,1991
11173,2004
10289,2001
16291,2004
3651,1940
2185,1991
9605,1991
19363,1991
28,2001
10897,1935
7947,2003
17762,2001
4234,1940
7994,1967
1131,2001
13332,2001
15359,1991
11216,1967
10500,1967
9734,1999
18221,1991
4636,1977
369,2001
6797,1991
4307,1940
9763,1991
16716,1991
8337,1950
8261,2004
15395,1940
4027,1935
8842,1940
10527,2003
3490,1991
1761,2004
18578,1999
5556,1950
9245,1950
8032,1950
1626,1985
14193,2004
4024,1940
15169,2001
670,2003
13317,1977
2516,1991
18903,1991
4358,1930
12647,2003
8271,2003
4708,1991
563,2001
12397,1991
9338,1935
1742,2001
10941,1991
10879,2004
3607,2003
9884,1940
5179,1999
16738,1940
3626,1940
19063,1940
4586,2001
1733,2003
543,1991
688,2004
18848,2003
17204,1999
2065,1991
11139,1935
2630,2003
5740,1991
15017,2001
6976,1991
4964,1940
17811,2003
6952,1991
6347,1967
822,1935
16048,1940
7519,1935
7481,2003
5784,1991
6240,1999
19134,1977
17725,1940
18449,2003
3530,2003
13876,1935
10435,1950
11392,1991
7811,1940
5525,1940
15342,2004
15420,1991
9676,1940
12969,1940
11174,2001
12675,1991
620,2003
18592,2003
989,2001
13563,2001
11966,2004
15388,2001
15618,2003
12295,1991
15975,2001
7467,2001
1728,2001
6906,1935
2893,1950
3390,1991
17441,1940
926,1930
409,1930
9501,2004
2693,1991
890,1935
6260,1940
5980,1940
1906,2003
981,1967
6141,1991
16309,1940
19753,2004
6217,1991
212,2001
4181,2003
4718,1940
10382,1950
9746,1991
10925,1991
5486,2003
10499,2001
2858,1991
2,1985
15104,1985
13716,1991
14964,1935
9440,1991
8488,2004
16822,1940
7676,1991
19953,1940
10756,1991
14845,1967
16369,2004
19557,1967
15844,2001
248,1940
6550,2003
5466,2001
3087,2001
7550,1940
16996,1935
18815,1935
15856,1991
11163,2004
11825,1967
19996,1935
6059,2004
17383,2004
4209,1940
2847,2001
37,1935
9995,2001
10764,1991
3783,1935
6082,1940
9524,2004
12429,1940
2722,1991
3580,1940
11839,1991
7424,1940
18383,1985
6366,2003
2206,1991
13429,1985
5134,1940
11072,1940
18258,2004
13617,2003
4149,1991
2878,1935
4873,2004
15785,1940
11474,1991
19164,1950
15799,1991
13652,2004
7498,1991
15874,1950
11318,1940
7001,1940
3066,1940
2512,1991
9982,2003
3129,2001
8455,1950
2894,1940
11640,2003
15430,1940
5571,2001
18061,2004
18845,2001
9008,1940
19345,1950
8764,1950
510,1940
9716,1940
6282,2003
7705,1991
4602,2004
10309,1977
12034,2004
10287,2001
4588,1991
9105,1991
9790,1940
3427,1991
15901,1999
15189,2001
5751,1991
4761,2004
935,1935
18900,1950
4339,1991
4705,1991
18017,1991
2392,1991
10965,1991
13467,1977
12980,1991
8470,1940
12800,1940
16562,2003
11319,2004
8878,1991
15424,2003
4975,1930
3757,1940
15619,2001
3775,2004
9500,1940
1661,2003
902,1991
17726,1935
18067,1985
14807,1991
806,1991
14716,1991
19327,1940
14238,1940
17353,1991
14469,2001
2884,2003
6140,1950
1739,1930
13422,2003
8714,2001
4900,1930
7373,1991
4215,1940
16348,1935
9602,1991
137,1940
3436,1940
19306,1991
655,1935
5277,2001
12582,2001
2164,2001
8065,2001
14094,1940
725,1940
9044,1935
19754,2003
5006,1991
382,1935
17192,2004
17303,1991
6915,1991
8508,1967
15369,1930
8432,1940
11920,1991
8863,2001
1808,2004
9225,1940
10856,1991
11027,2003
17849,1991
1387,1940
17757,1991
15462,1991
1139,1991
6826,1985
17186,1977
9289,1940
5812,1950
10765,2001
18257,2003
9737,1940
11584,1991
2650,1991
19215,2001
7730,1930
2043,2001
11748,1930
6516,2004
17434,1991
7161,1940
3308,1935
3522,1940
14177,2003
13710,1930
16307,1940
5306,1985
7769,1991
1609,1940
10308,1991
14179,1940
2159,2001
6496,2001
14833,1940
1026,2003
1009,1930
14228,1985
18269,1967
17073,1930
130,1940
12302,1991
6226,1940
714,1991
12851,2004
14224,2004
1819,1935
10200,2004
13805,1991
11316,1999
6426,2001
13660,1991
1529,1967
14977,1940
6593,1991
15043,1940
16630,1991
2243,2001
19504,1940
14186,2001
2975,2004
17922,1991
6036,2004
14813,1985
10817,2001
19472,2001
8028,1991
18781,2003
15094,1991
661,1940
740,1940
14203,1940
5084,1991
11743,1991
4345,1935
8953,1940
18896,1991
16757,1935
8418,1991
1746,2001
3609,1940
18005,2001
10986,2001
12161,1950
7518,1930
749,1930
744,1950
12098,1985
13013,1935
11505,1999
6173,2004
625,1991
5295,2001
18813,1935
6154,1991
2590,1940
13093,1991
13124,1991
11841,1991
1271,1977
5824,1940
11482,1935
9010,1991
14171,1935
11917,1991
18799,1991
18692,1940
6542,1940
14927,1991
179,1991
8839,2004
18362,1940
13161,1940
5405,2001
17069,2001
13360,1991
14773,1935
16010,1940
9147,1950
2565,1940
7646,1950
10096,1935
14769,1991
15073,2004
16017,2003
19585,1950
12135,2003
7407,1950
9037,2001
11171,2001
17551,1967
18092,1991
11338,1991
19118,1991
16857,1940
12261,1950
2573,1991
11304,1940
15567,1935
15409,1967
17606,1991
15310,2001
13262,2001
11535,2003
12245,2001
13577,1930
10993,1950
19856,2001
8195,1930
169,2001
820,1991
13560,1940
4422,1991
12767,1991
952,2004
18504,1991
2781,2004
15626,2001
6354,1991
5053,2004
9709,2001
854,2003
8592,2001
1390,1967
3156,1940
10805,1940
9545,1935
42,1940
2221,1991
2618,1991
14553,1940
1435,2001
4928,2001
8155,1991
5906,1930
2585,1935
6312,1935
10627,2001
12059,2001
13491,2003
12710,1940
12199,1940
3842,1935
10322,1940
12030,1935
13441,1991
4986,1991
11573,1985
11359,2004
6497,1940
8228,1977
6893,1935
15706,1991
17946,1991
9179,1930
14691,1940
16515,1940
4516,1940
6174,1985
5839,1991
1455,1935
6806,1991
15083,2004
15437,2003
15292,1991
10436,1967
4476,1935
17571,1940
4445,1940
2741,2001
74,2004
7555,1991
8309,1991
10064,1991
18057,1991
17233,1985
12646,2001
9277,2003
19558,1977
4389,1991
8441,2003
14435,1991
1157,2001
5313,2003
7484,1991
900,1935
5138,1940
13402,1985
2536,1940
3045,1991
11268,1991
7174,1991
9492,1930
10571,2004
4487,1935
2523,2003
1403,1991
18665,2003
16449,1940
4630,1991
16439,1991
8043,2004
12889,1940
8011,1991
5938,2001
6103,2004
5386,2004
17060,2001
5211,2001
14917,1940
8915,1940
2327,1991
14343,2001
3193,1991
9733,1940
16229,1985
14705,2004
11164,1935
2115,2001
11403,1950
12476,1991
5481,2001
3150,1991
6204,1991
4392,2004
1627,1935
6301,2004
6632,1991
5986,1991
12768,1991
19882,2004
18865,2003
4384,1935
15290,1935
17191,2004
19209,2001
10763,1991
13722,1991
8281,1985
11095,2001
15624,2004
19660,1997
11229,1991
11400,1940
12554,1967
19198,1940
7098,1991
2658,2001
8112,1940
3844,1930
4982,1930
11628,2003
3981,1940
3773,2004
18339,1935
15709,2001
5109,1991
17332,1940
11034,1991
957,1991
12333,2003
18346,1991
4413,1935
11160,1967
11927,2004
690,2001
12376,1991
17675,2001
4268,1991
3429,1940
207,1991
8876,1977
8211,2003
15985,1999
13279,1991
10827,1991
9957,2003
12033,1940
3737,1940
2142,1935
7768,1940
2188,1940
19644,1935
8850,1991
8122,1999
10770,1940
18972,2003
13991,1930
13848,1991
3335,2004
2398,1991
9049,1940
9047,2003
6912,1985
13390,1991
7261,1991
15304,1991
17283,1985
19469,1991
18805,1940
5218,2001
12335,1935
16431,2004
11237,1950
17835,1967
17824,1999
13421,1991
18948,2003
16106,1940
14118,1940
6689,1991
16750,1991
8230,1985
11899,1930
19899,2001
15213,1950
8811,2004
9409,1991
13384,1935
11285,2004
6966,1935
10400,1985
10751,1940
7350,2004
8640,2001
13542,1940
11866,1991
12573,2003
11030,1930
19321,2001
5818,2004
9462,1940
4987,2004
10495,1991
4295,1991
5670,1935
15206,1991
15254,2003
17782,1935
15949,1999
9269,2001
15540,1940
17798,2004
15536,2004
7660,1991
19942,2001
16760,1935
10175,1930
11420,1940
7273,2003
3548,1940
7230,1950
15863,1940
8064,2004
10828,1940
8806,1991
4565,1930
13643,1950
813,1940
14926,1940
6328,1935
14765,1940
7019,1991
16806,1977
12015,2004
11326,1935
3714,1940
15156,1950
9,2001
12537,2001
3497,2001
18682,1967
12985,1991
18177,1991
1655,1940
10069,1950
5994,1940
19328,1940
16319,1999
3413,2004
15882,1950
17717,1935
17882,2001
7372,2004
2229,1940
2652,1930
2887,1940
4515,1977
11098,1935
13119,1940
8358,1940
6578,1991
2288,1940
19738,2001
19454,1950
18924,1935
12048,1940
9283,2004
7539,2001
10950,1950
6602,2001
12615,1967
17827,1991
8101,2001
16436,1991
16835,2001
3810,1935
2807,2001
18560,2001
2513,1991
779,1950
16999,1950
6752,1940
15375,2003
13995,2001
4414,1999
12838,1991
86,1935
19981,1935
14274,1991
2797,1930
5426,1991
4304,2003
5572,1935
3172,1935
15859,2004
399,1967
7027,1940
1645,1940
4286,1967
11783,1991
10420,1935
13828,1991
5349,1940
12275,1940
7237,2001
6263,1985
14945,1940
17850,2001
19446,1977
14415,1940
5523,1950
4518,1977
5524,1991
11118,1940
7735,1991
14944,1940
12491,1940
19795,1999
4197,2003
14409,1985
9809,1991
10339,2001
2254,1991
10452,2003
3111,1991
6954,1977
17413,1967
7366,2001
13494,2004
17602,1930
12469,1940
14994,1991
10,1991
10320,1940
15895,2003
6753,1991
4739,2001
391,1950
14824,1991
8698,1950
4020,1935
2739,1940
13826,1940
15637,1999
19459,1991
7760,1991
13967,1985
10178,1950
15384,1991
4925,1940
6265,1977
9616,1940
5908,1991
411,2001
19205,2003
12501,2001
8485,1950
6681,1940
6326,1940
9096,1991
13352,1991
19208,2001
12436,1940
10514,1991
6825,2003
1898,1977
14013,1991
5613,2003
6022,1991
13682,1935
15463,1991
13811,1991
3560,2004
12370,2004
7698,1991
9610,2001
3931,1991
14387,1977
15983,1991
1667,1935
17761,2001
7986,2003
13003,1991
3987,1940
2529,2001
3553,1940
3350,1940
6566,1991
15739,1977
8527,2001
1587,1967
7432,1991
616,1930
16482,2004
3826,1991
15671,1991
17961,1985
19045,2001
2034,2001
7671,1935
735,1991
12304,2001
13813,1950
1583,2001
521,1940
15710,1935
13717,1991
15181,1940
10088,1991
14061,1991
9775,1991
899,1991
13448,1935
10410,1991
1039,1940
11553,1940
15918,1940
10533,1967
4285,1985
14796,2003
10146,2003
10016,1985
17265,2004
15964,2001
13175,1935
2469,1935
10572,1940
6547,1940
2646,1991
3203,1940
1747,1935
2603,1991
5756,2003
16202,2004
4251,1935
2463,2001
16330,1950
16587,1991
14564,1930
5763,2004
15249,1940
3237,2001
18086,2001
13351,1935
9587,1991
3529,2003
11426,2003
12189,1940
11477,1935
16201,1940
12255,1940
11323,1991
13915,1991
536,1991
4488,1991
14559,1950
7792,1991
5819,2004
2623,2001
2360,2004
8421,1991
10998,1991
8384,2001
12027,1991
15239,1950
3612,1940
1526,1930
19480,2003
17996,2001
16364,1991
13061,1977
12488,2004
6358,1940
10473,2001
13830,1935
3052,1991
13504,1935
1968,1940
16680,1991
18530,2001
12513,1991
17846,1991
1524,1991
17556,1991
11295,1935
9177,1991
2015,2004
2218,1991
11943,1940
4247,1967
13246,2003
8005,2004
14254,1940
4354,2003
10324,2001
3484,1940
3622,1940
10793,2001
13873,1940
1280,1940
16810,2001
14527,2001
3148,1950
10806,2001
16966,1977
16278,1985
18044,2001
4980,1940
5759,1991
9070,2004
19571,2004
1352,2003
7829,2003
921,1940
5606,1950
14552,2003
18555,1985
11945,1991
11112,2001
7510,1935
13378,1935
18031,1967
1569,2001
11168,2004
7964,1991
5354,1935
4509,2001
11260,2001
9454,2004
9937,2004
11991,2003
5761,1940
8693,1991
16406,1999
14487,1940
13863,1991
2681,2001
18770,1940
12732,2004
15673,2001
7584,1940
9835,1950
856,1950
13779,1940
10263,2003
16601,2004
3082,1967
4067,2003
19471,2001
17709,1950
13453,1940
895,1940
3750,1940
7868,2001
4316,1940
12522,1977
17235,1940
14499,1930
15027,1940
2572,2003
7434,1940
11534,2003
13667,2001
12273,2004
6604,1991
18936,2001
3451,1967
7674,1991
12400,1991
3852,2001
19733,2003
5171,2004
17028,2001
2520,1991
11903,1935
12924,2001
14422,1991
10968,1991
11463,2001
18435,1940
3198,1967
8399,1991
17892,1950
16671,1940
2604,1991
603,1940
8519,1935
438,1935
1695,1985
9697,2001
4326,1940
19514,1991
3190,2003
14480,1985
8661,1977
6941,1940
9361,1935
12359,2001
4054,1935
4619,1940
18016,1935
19035,1940
18192,1940
7577,2001
19341,1991
2828,1991
4185,2001
17851,1967
17501,1935
710,1940
8782,1991
14328,1950
11119,1991
1415,1991
9171,1991
2447,2004
5922,2001
2725,2003
19357,2001
9592,2004
17197,1991
9866,2004
18954,1940
11201,1935
16346,2001
7923,2003
5793,2004
4359,2004
18776,2003
15408,1950
13972,1940
2033,1991
